Date,QQQ_ret,QQQ_vol,regime,prob_regime_0,prob_regime_1,p_high_vol,risk_scale,momentum
2015-02-02,0.0086665805835449,0.0121074641703303,0,1.0,6.949496964491705e-32,6.949496964491705e-32,1.0,
2015-02-03,0.0095638579196735,0.0118132557652071,0,0.9999375866569806,6.241334336688253e-05,6.241334336688253e-05,0.9999687933283166,
2015-02-04,-0.0008742756574853,0.011339660581121,0,0.999955295225599,4.4704774742429706e-05,4.4704774742429706e-05,0.9999776476126288,
2015-02-05,0.0086143241674942,0.011154432793461,0,0.9999563819528335,4.361804685757836e-05,4.361804685757836e-05,0.9999781909765713,
2015-02-06,-0.0060904358390439,0.0104350569530379,0,0.9999673876779643,3.261232204692846e-05,3.261232204692846e-05,1.0,0.00397601023483668
2015-02-09,-0.0032048213094544,0.0103505808155546,0,0.9999721223787283,2.7877620837135747e-05,2.7877620837135747e-05,1.0,0.0016017298562368202
2015-02-10,0.0154444651017163,0.0105781939691064,0,0.9999385655055192,6.143449466883742e-05,6.143449466883742e-05,1.0,0.00277785129264538
2015-02-11,0.0036326608942405,0.0105818381801277,0,0.9999717987977722,2.8201201903938555e-05,2.8201201903938555e-05,1.0,0.00367923860299054
2015-02-12,0.0115768179679537,0.01066782873183,0,0.9999606531729471,3.9346827285571345e-05,3.9346827285571345e-05,1.0,0.004271737363082439
2015-02-13,0.0085480508220892,0.0100946616316182,0,0.9999764801633503,2.351983694982768e-05,2.351983694982768e-05,1.0,0.0071994346953090605
2015-02-17,0.0009349474024656,0.0099220934357518,0,0.9999838239817588,1.6176017961892436e-05,1.6176017961892436e-05,1.0,0.00802738843769306
2015-02-18,0.001400822817721,0.0098585782210765,0,0.9999847523930054,1.5247607204967272e-05,1.5247607204967272e-05,1.0,0.005218659980894
2015-02-19,0.0049338811184661,0.0098564230813984,0,0.9999842281738469,1.577182614955448e-05,1.577182614955448e-05,1.0,0.005478904025739121
2015-02-20,0.0066632918586371,0.0092024486896164,0,0.9999864661046537,1.353389545379133e-05,1.353389545379133e-05,1.0,0.004496198803875801
2015-02-23,0.0010144087928588,0.0092053218580194,0,0.9999881534096442,1.1846589931724498e-05,1.1846589931724498e-05,1.0,0.00298947039802972
2015-02-24,0.0007366135930949,0.009180921363859,0,0.9999883601444571,1.163985521967872e-05,1.163985521967872e-05,1.0,0.00294980363615558
2015-02-25,-0.0024890038994147,0.0064467791503043,0,0.9999895662320785,1.0433767737593376e-05,1.0433767737593376e-05,1.0,0.00217183829272844
2015-02-26,0.0050643708444616,0.0061414651536455,0,0.9999893177216415,1.0682277911033535e-05,1.0682277911033535e-05,1.0,0.00219793623792754
2015-02-27,-0.0044184161475576,0.0062451706473017,0,0.9999878405672308,1.2159432840127532e-05,1.2159432840127532e-05,0.9999939202835799,-1.8405363311400046e-05
2015-03-02,0.0089997496349691,0.0058192878382866,0,0.9999853403416152,1.4659658033930859e-05,1.4659658033930859e-05,1.0,0.0015786628051106598
2015-03-03,-0.0046734957562362,0.0060099147763743,0,0.9999869747428155,1.3025257567593127e-05,1.3025257567593127e-05,1.0,0.0004966409352444399
2015-03-04,-0.0038651348261926,0.0060197624223456,0,0.9999878171953204,1.218280462081216e-05,1.218280462081216e-05,1.0,0.00022141474988885977
